!	!	!	PUNCT
"	"	''	PUNCT
''n	''n	DET	DET.Ind.Acc.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Fem	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Masc	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''t	''t	PRON.2.Acc.Sg.clit	PRON.2.Acc.Sg.clit
bleew	blEv	blIven	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
blieben	blI'ven	blIven	VERB.Inf
blieben	blI'ven	blIven	VERB._.Pl.Ind.Prs
bliew	blIv	blIven	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bliew	blIv	blIven	VERB.2.Sg.Imp	1	release/hill-1868-schnurren.full.conllu	full_forms/hill-1868-schnurren.from_dict.tsv
blifft	blift	blIven	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
blifft	blift	blIven	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
blifft	blift	blIven	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
blitzen	bli'tsen	blitsen	VERB.Inf
bloasen	blå'sen	blåsen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bloasen	blå'sen	blåsen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bloos	blOs	blåsen	VERB.3.Sg.Ind.Prt.st.vi
blösst	blöst	blåsen	VERB.3.Sg.Ind.Prs
blot	blOt	blOt	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
boaben	bå'ben	båven	ADV
boabendrin	bå'ben'drin	båven/ADV+dår+in	ADV
boar	bår	bår	ADV
borgen	bor'gen	borgen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
borgen	bor'gen	borgen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
böse	bÖ'se	bÖs	ADJ.Pos.Fem.Nom.Sg.Def
böten	bÖ'ten	bÖten	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
böten	bÖ'ten	bÖten	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bracht	braxt	bringen	VERB.PPast.wk
bracht	braxt	bringen	VERB.3.Sg.Ind.Prt.wk
bräken	brÄ'ken	brÄken	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bräken	brÄ'ken	brÄken	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
breckt	brekt	brÄken	VERB.3.Sg.Ind.Prs
brede	brE'de	brEd	ADJ.Pos.Fem.Acc.Sg.Ind
bring'	bring'	bringen	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bring'	bring'	bringen	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringen	brin'gen	bringen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringen	brin'gen	bringen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringst	bringst	bringen	VERB.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringt	bringt	bringen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringt	bringt	bringen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringt	bringt	bringen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringt	bringt	bringen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bringt	bringt	bringen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
broad't	bråt	bråden	VERB.3.Sg.Ind.Prs
broaden	brå'den	bråden	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
broaden	brå'den	bråden	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
broav	bråv	bråv	ADV
bröcht	bröxt	bringen	VERB.3.Sg.Ind.Prt
bröcht	bröxt	bringen	VERB.PPast.wk
bröcht	bröxt	bringen	VERB.PPast.wk
bröcht'	bröxt	bringen	VERB.3.Sg.Ind.Prt
bröchten	bröx'ten	bringen	VERB._.Pl.Ind.Prt
bröll'n	brö'len	brölen	VERB.Inf
bröllten	brÖl'ten	brölen	VERB._.Pl.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
brüden	brÜ'den	brÜden	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
brüden	brÜ'den	brÜden	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruken	brU'ken	brUken	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruken	brU'ken	brUken	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
brukt	brUkt	brUken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
brukt	brUkt	brUken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
brukt	brUkt	brUken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
brukt	brUkt	brUken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
brukt	brUkt	brUken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruuk	brUk	brUken	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruuk	brUk	brUken	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruukst	brUkst	brUken	VERB.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruukt	brUkt	brUken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruukt	brUkt	brUken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruukt	brUkt	brUken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruukt	brUkt	brUken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bruukt	brUkt	brUken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
bück'	bük	bük	NOUN.Masc.Nom.Pl_uml
bunt	bunt	bunt	ADJ.Pos.Pred
bunt	bunt	bunt	ADJ.Pos.Pl.Acc.Ind
buten	bUten	bUten	ADV
bütt	büt	bEden	VERB.3.Sg.Ind.Prs 	"bieten"
christlich	xrist'lix	kristlix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
christlich	xrist'lix	kristlix	ADJ.Pos.Fem.Nom.hd	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
christlich	xrist'lix	kristlix	ADJ.Pos.Masc.Nom.hd	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
christlich	xrist'lix	kristlix	ADJ.Pos.Neut.Acc.wk.hd	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
christlich	xrist'lix	kristlix	ADJ.Pos.Neut.Nom.wk.hd	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
christlich	xrist'lix	kristlix	ADJ.Pos.Pl.Acc.wk.hd	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
christlich	xrist'lix	kristlix	ADJ.Pos.Pl.Nom.wk.hd	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
christlich	xrist'lix	kristlix	ADV.hd	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
d'Schnut	d'SnUt	SnUt	DET.Def.Fem.Acc.Sg.clit NOUN.Fem.Acc.Sg
da-	da	då	ADV
daarw	darv	därv	ADV
dacht	daxt	denken	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dacht	daxt	denken	VERB.3.Sg.Ind.Prt.wk.st	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dacht'	daxt'	denken	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dacht'	daxt'	denken	VERB.3.Sg.Ind.Prt.wk.st	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dagdäglich	dag'dÄg'lix	dag+dÄglix	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
danzt	dantst	dantsen	VERB.1.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
danzt	dantst	dantsen	VERB.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
danzt	dantst	dantsen	VERB.3.Sg.Ind.Prs.wk	0.5	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
danzt	dantst	dantsen	VERB.3.Sg.Ind.Prt.wk.wk	0.979838709677419	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
darüm	da'rüm	dår+üm	ADV.hd
dat	dat	DET	DET.Def.Acc.Sg.Neut.mk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dat	dat	DET	DET.Def.Nom.Sg.Neut.mk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
datt	dat	DET	DET.Def.Acc.Sg.Neut.mk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
datt	dat	DET	DET.Def.Nom.Sg.Neut.mk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
declameeren	de'kla'mE'ren	deklamEren	VERB.Inf
deed	dEd	dOn	AUX.3.Sg.Ind.Prt	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deed'n	dE'den	dOn	AUX._.Pl.Sbj.Prt
deeden	dE'den	dOn	AUX._.Pl.Ind.Prt
deedst	dEdst	dOn	AUX.2.Sg.Sbj.Prt
deenen	dE'nen	dEnen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deenen	dE'nen	dEnen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deep	dEp	dEp	ADJ.Pos.Pred
deep	dEp	dEp	ADJ.Pos.Pred
deepen	dE'pen	dEp	ADJ.Pos.Fem.Acc	0.748971193415638	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deepen	dE'pen	dEp	ADJ.Pos.Fem.Nom	0.757201646090535	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deepen	dE'pen	dEp	ADJ.Pos.Masc.Nom	0.757201646090535	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deepen	dE'pen	dEp	ADJ.Pos.Neut.Acc.wk	0.761316872427984	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deepen	dE'pen	dEp	ADJ.Pos.Neut.Nom.wk	0.748971193415638	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deepen	dE'pen	dEp	ADJ.Pos.Pl.Acc.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deepen	dE'pen	dEp	ADJ.Pos.Pl.Nom.wk	0.975308641975309	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deepen	dE'pen	dEp	ADV	0.526748971193416	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
deet	dEt	dOn	AUX.3.Sg.Ind.Prt
deist	deist	dOn	AUX.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
denk	denk	denken	VERB.1.Sg.Ind.Prs
denk	denk	denken	VERB.2.Sg.Imp
denk'	denk	denken	VERB.2.Sg.Imp
denken	den'ken	denken	VERB.Inf
denkt	denkt	denken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
denkt	denkt	denken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
denkt	denkt	denken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
derglieken	der'glI'ken	derglIken	PRON.Rec.Dat
desto	des'tO	destO	SCONJ.lat
dicht	dixt	dixt	ADV
dicht	dixt	dixt	ADJ.Pos.Pred
dick	dik	dik	ADJ.Pos.Pred
dick	dik	dik	ADV
dicke	di'ke	dik	ADJ.Pos.Masc.Nom.Sg.Def
dicke	di'ke	dik	ADJ.Pos.Pl.Nom.Ind
dickem	di'kem	dik	ADJ.Pos.Masc.Dat.Sg.Ind
dicken	di'ken	dik	ADJ.Pos.Masc.Nom.Sg.Ind
dicken	di'ken	dik	ADJ.Pos.Pl.Acc.Def
dien	dIn	DET	DET.2.Poss.Pl.Pl.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dien	dIn	DET	DET.2.Poss.Pl.Pl.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dien	dIn	DET	DET.2.Poss.Sg.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dien	dIn	DET	DET.2.Poss.Sg.Fem.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dien	dIn	DET	DET.2.Poss.Sg.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dien	dIn	DET	DET.2.Poss.Sg.Masc.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dien	dIn	DET	DET.2.Poss.Sg.Neut.Nom	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dienen	dI'nen	DET	DET.2.Poss.Sg.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
disse	di'se	dit	DET.Dem.Fem.Dat.Sg
disse	di'se	dit	DET.Dem.Pl.Dat
dissen	di'sen	DET	DET.Dem.Acc.Sg.Masc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dit	dit	DET	DET.Dem.Acc.Sg.Neut	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
doabi	då'bI	då+bI	ADV
doadörch	då+dörx	då+dörx	ADV
doadran	då'dran	då+dår+an	ADV
doahen	då+hen	då+hen	PART
doaher	då'hEr	då+hEr	ADV
doahinner	då'hi'ner	dår+hiner/ADP	ADV
doahl	dål	dål	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
doahn	dån	dOn	AUX.PPast	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
doal	dål	dål	ADV
doamank	då'mank	då+mank/ADP	ADV
doaran	då'ran	dår+an	ADV
doarin	då'rin	dår+in	PART
doarin	då'rin	dår+in	ADV
doarnp	dår'up	dår+up/ADP	ADV.ocr
doaröaber	då'rœ'ber	dår+œver/ADP	ADV
doaröaher	då'rœ'ber	dår+œver	ADV.ocr
doarut	då'rUt	dår+Ut	ADV
doatomoal	då'tO'mål	då+tO-mål	ADV
doatwischen	då'twi'Sen	då+twiSen/ADP	ADV
doavan	då'fan	då+fan/ADP	ADV
doavöar	då+fœr	då+fœr	ADV
doavon	då+fon	då+fon	ADV
döcht	döxt	dÖgen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
döcht	döxt	dÖgen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
döcht	döxt	dÖgen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
döcht	döxt	dÖgen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
döcht	döxt	dÖgen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dod'gen	dOd'gen	dOd/NOUN-ig	ADJ.Pos.Masc.Nom.Sg.Ind
doh	dO	dOn	AUX.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
doh'n	dOn	dOn	AUX.Inf
doh'n	dOn	dOn	AUX._.Pl.Ind.Prs
donkt	denkt	denken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
donkt	denkt	denken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
donkt	denkt	denken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pos.Fem.Acc	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pos.Fem.Nom	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pos.Masc.Nom	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pos.Neut.Acc.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pos.Neut.Nom.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pos.Pl.Acc.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pos.Pl.Nom.wk	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADJ.Pred	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dood	dOd	dOd	ADV	0.769230769230769	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
doodig	dO'dig	dOdig	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
doodschloan	dOd'Slån	dOd/ADV+Slån	VERB.PPast.st
doof	dOf	dOv	ADJ.Pos.Pred
dort	dort	dort	ADV.hd
döschen	dÖ'Sen	dröSen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
döschen	dÖ'Sen	dröSen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dräben	drÄ'ben	drIven	VERB.PPast.st.i
drägen	drÄ'gen	drÄgen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drägen	drÄ'gen	drÄgen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drähgt	drÄgt	drÄgen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drähgt	drÄgt	drÄgen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drähgt	drÄgt	drÄgen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drähgt	drÄgt	drÄgen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drähgt	drÄgt	drÄgen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dreef	drEf	drIven	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dreef	drEf	drIven	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dreegen	drE'gen	drEgen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dreegen	drE'gen	drEgen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drieben	drI'ven	drIven	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drieben	drI'ven	drIven	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driest	drIst	drIst	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driew'	drIw'	drIven	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
driew'	drIw'	drIven	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drifft	drift	drIven	VERB.3.Sg.Ind.Prs
drin	drin	dår+in	ADV
drinkt	drinkt	drinken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drinkt	drinkt	drinken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drinkt	drinkt	drinken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drinkt	drinkt	drinken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drinkt	drinkt	drinken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drinnen	dri'nen	dår+in/ADP-en	ADV
dröaben	drœ'ben	dår+œver/ADP-en	ADV
dröaber	drœ'ber	dår+œver	ADV
droag	dråg	drågen	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
droag	dråg	drågen	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
droagen	drå'gen	drågen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
droagen	drå'gen	drågen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drögen	drÖ'gen	drÖg	ADJ.Pos.Masc.Nom.Sg.Ind
dröömrich	drÖm'rix	drOm/NOUN.Masc-"erig	ADJ.Pos.Pred
dröömrich	drÖm'rix	drOm/NOUN.Masc-"erig	ADV
dröömt	drÖmt	drÖmen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dröömt	drÖmt	drÖmen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dröömt	drÖmt	drÖmen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dröömt	drÖmt	drÖmen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dröömt	drÖmt	drÖmen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drööprig	drÖp'rig	drÖprig	ADV
drügt	drügt	drEgen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drügt	drügt	drEgen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drügt	drügt	drEgen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drügt	drügt	drEgen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drügt	drügt	drEgen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
drümm	drüm	dår+üm	ADV
drunk	drunk	drinken	VERB.1.Sg.Ind.Prt.st.iii
drunk	drunk	drinken	VERB.3.Sg.Ind.Prt.st.iii
drunner	dru'ner	dår+uner/ADP	ADV
drüschen	drü'Sen	drüSen?	VERB.Inf
drütte	drü'te	drüd	ADJ.Pos.Masc.Nom.Sg.Def
dü'r	dÜr	dÜr	ADV
du'rt	dUrt	dUren	VERB.3.Sg.Ind.Prs
du'rt	dUrt	dUren	VERB.3.Sg.Ind.Prt.wk
dücht	düxt	dünken?	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
dücht	düxt	dünken?	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
düchtig	düx'tig	düxtig	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
